key,english,tchinese
modstocksigtelescopingDesc,"Weight: [4FBE28]0.340kg[-]\nErgonomics: [4FBE28]+40%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\nRecoil: [4FBE28]-20%[-]\n\nCompatibility: SIG MPX/MCX/MCX Spear & SCAR-H",重量: [4FBE28]0.340kg[-]\n人機功效: [4FBE28]+40%[-]\n腰射精準度: [4FBE28]+10%[-]\n後座力: [4FBE28]-20%[-]\n\n相容性: SIG MPX/MCX/MCX Spear & SCAR-H
modstockmaximcqbDesc,"Weight: [4FBE28]0.500kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-21%[-]\n\nCompatibility: SIG MPX/MCX/MCX Spear & SCAR-H",重量: [4FBE28]0.500kg[-]\n人機功效: [4FBE28]+20%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-21%[-]\n\n相容性: SIG MPX/MCX/MCX Spear & SCAR-H
modstockpmmulssDesc,"Weight: [4FBE28]0.460kg[-]\nErgonomics: [4FBE28]+30%[-]\nHipfire Accuracy: [4FBE28]+20%[-]\nRecoil: [4FBE28]-23%[-]\n\nCompatibility: SIG MPX/MCX/MCX Spear & SCAR-H",重量: [4FBE28]0.460kg[-]\n人機功效: [4FBE28]+30%[-]\n腰射精準度: [4FBE28]+20%[-]\n後座力: [4FBE28]-23%[-]\n\n相容性: SIG MPX/MCX/MCX Spear & SCAR-H
modstockSA58paraSPRDesc,"Weight: [4FBE28]0.950kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+5%[-]\nRecoil: [4FBE28]-25%[-]\n\nCompatibility: FN FAL",重量: [4FBE28]0.950kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+5%[-]\n後座力: [4FBE28]-25%[-]\n\n相容性: FN FAL
modstockSA58paraBRSDesc,"Weight: [4FBE28]0.810kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-25%[-]\n\nCompatibility: FN FAL",重量: [4FBE28]0.810kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-25%[-]\n\n相容性: FN FAL
modstockVLtorVSS11Desc,"Weight: [4FBE28]0.630kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\nRecoil: [4FBE28]-23%[-]\n\nCompatibility: SCAR-H",重量: [4FBE28]0.630kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+10%[-]\n後座力: [4FBE28]-23%[-]\n\n相容性: SCAR-H  
modstock417hke2Desc,"Weight: [4FBE28]0.550kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+20%[-]\nRecoil: [4FBE28]-23%[-]\n\nCompatibility: HK417 & G28",重量: [4FBE28]0.550kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+20%[-]\n後座力: [4FBE28]-23%[-]\n\n相容性: HK417 & G28  
modstockpkzenitpt2Desc,"Weight: [4FBE28]0.640kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\nRecoil: [4FBE28]-21%[-]\n\nCompatibility: PKP Pecheneg",重量: [4FBE28]0.640kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+12.5%[-]\n後座力: [4FBE28]-21%[-]\n\n相容性: PKP Pecheneg  
modstockm3benelliurbinoDesc,"Weight: [4FBE28]1.043kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-25%[-]\n\nCompatibility: M3 Benelli",重量: [4FBE28]1.043kg[-]\n人機功效: [4FBE28]+10%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-25%[-]\n\n相容性: M3 Benelli  
modstockmaximcqb,"[BB00FF]Maxim CQB[-]",[BB00FF]Maxim CQB[-]  
modstock_ak_izhmash_ak_evo,"[FFD700]AK Evo-styled Stock[-]",[FFD700]AK Evo 風格槍托[-]  
modstock_ak_izhmash_ak_evoDesc,"Weight: [4FBE28]0.397kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+25%[-]\nRecoil: [4FBE28]-28%[-]\n\nCompatibility: AKS-74UN, AK-74M, AK-107, AK-109, AK-12, RPK-16, Saiga-12K","重量: [4FBE28]0.397kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+25%[-]\n後座力: [4FBE28]-28%[-]\n\n相容性: AKS-74UN, AK-74M, AK-107, AK-109, AK-12, RPK-16, Saiga-12K  "
modstock_ak_promag_archangel_opfor_aa47,"[FFD700]Archangel OPFOR AA47 Stock[-]",[FFD700]Archangel OPFOR AA47 槍托[-]  
modstock_ak_promag_archangel_opfor_aa47Desc,"Weight: [4FBE28]0.39kg[-]\nErgonomics: [4FBE28]+36%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-27%[-]\n\nCompatibility: AK-74N, AKMN & AK-103, RD-704, Velociraptor","重量: [4FBE28]0.39kg[-]\n人機功效: [4FBE28]+36%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-27%[-]\n\n相容性: AK-74N, AKMN & AK-103, RD-704, Velociraptor  "
modstock_ak_hera_arms_cqr47,"[004CFF]HeraArms CQR 47 Stock[-]",[004CFF]HeraArms CQR 47 槍托[-]  
modstock_ak_hera_arms_cqr47Desc,"Weight: [4FBE28]0.525kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-25%[-]\n\nCompatibility: AK-74N, AKMN & AK-103, RD-704, Velociraptor","重量: [4FBE28]0.525kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-25%[-]\n\n相容性: AK-74N, AKMN & AK-103, RD-704, Velociraptor"
09FF00 2,,
004CFF 3,,
BB00FF 4,,
FFD700 5,,
ammoEft4046381,"40×46mm M381 (HE) Grenade",40×46mm M381 (HE) 榴彈
ammoEft4046576,"40×46mm M576 MPB",40×46mm M576 MPB
ammoEft4053vog25,"40×53mm VOG-25 Grenade",40×53mm VOG-25 榴彈
ammoEft4046381Desc,"M381 high-explosive grenade used in various 40mm grenade launchers. \nLethal damage radius: [F44336]4 meters (or 4 blocks)[-]\nCasualty safe radius: [4FBE28]+8 meters (or 8 blocks)[-]",M381 高爆榴彈，適用於各種 40mm 榴彈發射器。\n致命傷害半徑: [F44336]4 公尺（或 4 格）[-]\n安全半徑: [4FBE28]+8 公尺（或 8 格）[-]
ammoEft4046576Desc,"M576 Multi-projectile Buckshot is a 40mm round. Used for emergency situations where a grenadier is forced to engage in CQB. Deals insane damage against soft targets and can quickly degrade heavily armored units at close range. ",M576 多發散彈是一種 40mm 彈藥。適用於迫不得已需要近距離作戰的情境。對軟性目標傷害極高，並能快速削弱重裝甲單位。
ammoEft4053vog25Desc,"VOG-25 Grenade used in GP-25 under barrel grenade launcher attached to standard AK variants. \nLethal damage radius: [F44336]4 meters (or 4 blocks)[-]\nCasualty safe radius: [4FBE28]+8 meters (or 8 blocks)[-]",VOG-25 榴彈，適用於 GP-25 下掛式榴彈發射器，可安裝於標準 AK 系列步槍。\n致命傷害半徑: [F44336]4 公尺（或 4 格）[-]\n安全半徑: [4FBE28]+8 公尺（或 8 格）[-]
thrownGrenade,"M67 Delayed Hand Grenade",M67 延遲手榴彈
thrownGrenadeDesc,"M67 Delayed Hand Grenade with a 5s fuse time\nPull pin. Throw.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]\nLethal damage radius: [F44336]5 meters (or 5 blocks)[-]\nCasualty safe radius: [4FBE28]+10 meters (or 10 blocks)[-]",M67 延遲手榴彈，5 秒引信時間。\n拉開插銷，投擲。\n啟用 [action:local:Secondary]\n投擲 [action:local:Primary]\n致命傷害半徑: [F44336]5 公尺（或 5 格）[-]\n安全半徑: [4FBE28]+10 公尺（或 10 格）[-]
thrownGrenadeContact,"RGN Impact Hand Grenade",RGN 碰撞手榴彈
thrownGrenadeContactDesc,"RGN Impact-action Hand Grenade will explode on impact.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]\nLethal damage radius: [F44336]3.5 meters (or 3.5 blocks)[-]\nCasualty safe radius: [4FBE28]+7 meters (or 7 blocks)[-]",RGN 碰撞引爆手榴彈，落地即爆炸。\n啟用 [action:local:Secondary]\n投擲 [action:local:Primary]\n致命傷害半徑: [F44336]3.5 公尺（或 3.5 格）[-]\n安全半徑: [4FBE28]+7 公尺（或 7 格）[-]
ammoEft54539Desc,"5.45×39 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",5.45×39 標準彈\n中型口徑彈藥，擁有良好性能。具備不錯的傷害與穿透能力，但對裝甲殭屍效果有限，對四肢造成的傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft54539APDesc,"5.45×39 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",5.45×39 穿甲彈\n高穿透力，可擊穿除最高級別裝甲以外的所有防禦。對四肢造成的傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft54539HPDesc,"5.45×39 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.",5.45×39 空尖彈\n對無防護目標造成極高傷害，但面對裝甲殭屍時效果有限。
ammoEft55645NATODesc,"5.56×45 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",5.56×45 標準彈\n中型口徑彈藥，擁有良好性能。具備不錯的傷害與穿透能力，但對裝甲殭屍效果有限，對四肢造成的傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft55645NATOAPDesc,"5.56×45 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",5.56×45 穿甲彈\n高穿透力，可擊穿除最高級別裝甲以外的所有防禦。對四肢造成的傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft55645NATOHPDesc,"5.56×45 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.",5.56×45 空尖彈\n對無防護目標造成極高傷害，但面對裝甲殭屍時效果有限。
ammoEft300blkDesc,".300 blackout Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",.300 Blackout 標準彈\n中型口徑彈藥，擁有良好性能。具備不錯的傷害與穿透能力，但對裝甲殭屍效果有限，對四肢造成的傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft300BlkAPDesc,".300 blackout Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",.300 Blackout 穿甲彈\n高穿透力，可擊穿除最高級別裝甲以外的所有防禦。對四肢造成的傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft300blkHPDesc,".300 blackout Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.",.300 Blackout 空尖彈\n對無防護目標造成極高傷害，但面對裝甲殭屍時效果有限。
ammoEft76239Desc,"7.62×39 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",7.62×39 標準彈\n中型口徑彈藥，擁有良好性能。具備不錯的傷害與穿透能力，但對裝甲殭屍效果有限，對四肢造成的傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft76239APDesc,"7.62×39 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",7.62×39 穿甲彈\n高穿透力，可擊穿除最高級別裝甲以外的所有防禦。對四肢造成的傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft76239HPDesc,"7.62×39 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.",7.62×39 空尖彈\n對無防護目標造成極高傷害，但面對裝甲殭屍時效果有限。
ammoEft939Desc,"9×39 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",9×39 標準彈\n中型口徑彈藥，具備不錯的傷害與穿透能力，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft939APDesc,"9×39 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",9×39 穿甲彈\n高穿透力，可擊穿除最高級別裝甲以外的所有防禦。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft939HPDesc,"9×39 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.",9×39 空尖彈\n對無防護目標造成極高傷害，但面對裝甲殭屍時效果有限。
ammoEft76251NATODesc,"7.62×51 Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",7.62×51 標準彈\n重型標準彈藥，具備良好傷害與穿透能力，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft76251NATOAPDesc,"7.62×51 Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",7.62×51 穿甲彈\n高穿透力，可迅速對付裝甲殭屍，但犧牲部分原始傷害。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft76251NATOHPDesc,"7.62×51 Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.",7.62×51 空尖彈\n對軟性目標造成毀滅性傷害，但裝甲穿透能力低。
ammoEft76254RDesc,"7.62×54R Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",7.62×54R 標準彈\n重型標準彈藥，具備良好傷害與穿透能力，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft76254RAPDesc,"7.62×54R Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",7.62×54R 穿甲彈\n高穿透力，可迅速對付裝甲殭屍，但犧牲部分原始傷害。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft76254RHPDesc,"7.62×54R Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.",7.62×54R 空尖彈\n對軟性目標造成毀滅性傷害，但裝甲穿透能力低。
ammoEft12755PS12Desc,"12.7×55 Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",12.7×55 標準彈\n重型標準彈藥，具備良好傷害與穿透能力，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft12755PS12BDesc,"12.7×55 Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage. Deals reduced limbs damage.\nCan penetrate a block of up to 2500 hitpoints.",12.7×55 穿甲彈\n高穿透力，可迅速對付裝甲殭屍，但犧牲部分原始傷害。對四肢傷害減少。\n可穿透最多 2500 點耐久度的物體。
ammoEft12755PS12ADesc,"12.7×55 Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.",12.7×55 空尖彈\n對軟性目標造成毀滅性傷害，但裝甲穿透能力低。
ammoEft338Desc,".338 Lapua Magnum Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",.338 Lapua Magnum 標準彈\n重型標準彈藥，具備良好傷害與穿透能力，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft338APDesc,".338 Lapua Magnum Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage. Deals reduced limbs damage.\nCan penetrate a block of up to 2500 hitpoints.",.338 Lapua Magnum 穿甲彈\n高穿透力，可迅速對付裝甲殭屍，但犧牲部分原始傷害。對四肢傷害減少。\n可穿透最多 2500 點耐久度的物體。
ammoEft338HPDesc,".338 Lapua Magnum Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.",.338 Lapua Magnum 空尖彈\n對軟性目標造成毀滅性傷害，但裝甲穿透能力低。
ammoEft76225mmTokarevDesc,"7.62×25 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",7.62×25 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft918mmPMDesc,"9×18 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",9×18 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft919mmDesc,"9×19 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",9×19 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft919mmAPDesc,"9×19 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",9×19 穿甲彈\n中等穿透力，可突破中低級裝甲，但基礎傷害較低。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft919mmHPDesc,"9×19 RIP Ammo\nHigh damage against unarmored targets but struggles with armor.",9×19 RIP 彈\n對無防護目標造成高傷害，但面對裝甲時效果有限。
ammoEft921mmDesc,"9×21 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",9×21 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft921mmAPDesc,"9×21 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",9×21 穿甲彈\n中等穿透力，可突破中低級裝甲，但基礎傷害較低。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft921mmHPDesc,"9×21 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.",9×21 空尖彈\n對無防護目標造成高傷害，但面對裝甲時效果有限。
ammoEft45ACPDesc,".45ACP Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",.45ACP 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft45ACPAPDesc,".45ACP Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",.45ACP 穿甲彈\n中等穿透力，可突破中低級裝甲，但基礎傷害較低。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft45ACPRIPDesc,".45ACP RIP Ammo\nHigh damage against unarmored targets but struggles with armor.",.45ACP RIP 彈\n對無防護目標造成高傷害，但面對裝甲時效果有限。
ammoEft4630mmHKDesc,"4.6×30 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",4.6×30 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft4630mmHKAPDesc,"4.6×30 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",4.6×30 穿甲彈\n中等穿透力，可突破中低級裝甲，但基礎傷害較低。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft4630mmHKHPDesc,"4.6×30 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.",4.6×30 空尖彈\n對無防護目標造成高傷害，但面對裝甲時效果有限。
ammoEft5728FNDesc,"5.7×28 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",5.7×28 標準彈\n輕型彈藥，具備平均性能，傷害與穿透能力尚可，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft5728FNAPDesc,"5.7×28 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage. Deals reduced limbs damage.\nCan penetrate a block of up to 1500 hitpoints.",5.7×28 穿甲彈\n中等穿透力，可突破中低級裝甲，但基礎傷害較低。對四肢傷害減少。\n可穿透最多 1500 點耐久度的物體。
ammoEft5728FNHPDesc,"5.7×28 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.",5.7×28 空尖彈\n對無防護目標造成高傷害，但面對裝甲時效果有限。
ammoEft50aeDesc,".50 Action Express Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies. Deals reduced limbs damage.\nCan penetrate a block of up to 750 hitpoints.",.50 Action Express 標準彈\n重型標準彈藥，具備良好傷害與穿透能力，但對裝甲殭屍效果有限，對四肢傷害減少。\n可穿透最多 750 點耐久度的物體。
ammoEft50aeHPDesc,".50 Action Express Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.",.50 Action Express 空尖彈\n對軟性目標造成毀滅性傷害，但裝甲穿透能力低。
schematicsmuzzleak74zenitdtk1,"[09FF00]AK Zenit DTK-1[-] Schematic",[09FF00]AK Zenit DTK-1[-] 設計圖
schematicssilencersigsrd762ti,"[09FF00]SIG SRD762Ti Sound Supressor[-] Schematic",[09FF00]SIG SRD762Ti 消音器[-] 設計圖
loadingTipEft1_title,"Escape From Tarkov Overhaul - v1.0Test",Escape From Tarkov Overhaul - v1.0 測試版
loadingTipEft1,"This is test version 1.0 of the Escape From Tarkov Overhaul.\nMost prominent new features: Action Skills, new gun handling system, economy reballance & more trader heavy gameplay and a lot more ballance/gameplay changes. The game is overall harder now.\nRemoved: perks, perk books, readable magazines, sneak damage, stealth, armor modifiers (besides helmet light & NVG's), non-military looking armors.",這是 Escape From Tarkov Overhaul 的測試版本 1.0。\n主要新功能: 動作技能、新的槍械操控系統、經濟重新平衡、更加依賴商人交易的玩法，以及大量平衡/遊戲性改動。遊戲總體難度提高。\n刪除內容: 技能、技能書、可閱讀雜誌、潛行傷害、隱匿、裝甲修正（除頭盔燈 & 夜視外）、非軍事風格裝甲。
loadingTipEft2_title,"New Guns And Attachments",新增槍械與配件
loadingTipEft2,"This mod adds over 100+ guns with over 200+ multifunctional attachments like reflex sights, scopes, grips, stocks, underbarrel grenade launcher, muzzle devices and silencers. You can acquire guns and attachments by crafting them or finding them in weaponry-related loot/traders.",此模組新增 100+ 槍械，並包含 200+ 多功能配件，如 反射瞄準器、瞄具、握把、槍托、下掛榴彈發射器、槍口裝置 及 消音器。你可以透過 製作或在武器相關戰利品與商人處獲得。
loadingTipEft3_title,"Ammo And Disassembly",彈藥與分解
loadingTipEft3,"This mod adds 17 new ammo types; each consisting of Ball, Hollow Point and Armor Piercing.\nBall ammo is the all rounder generalist. Armor piercing ammo is more effective against armored zombies and groups due to its better penetration stats. Hollow point ammo, with higher flesh damage and lower penetration stats, is better for dealing with soft targets, including limbs which are generally not armored.\nAmmo can be disassembled to get all their resources: type 'disassembly' in the crafting window to craft disassembly bundles.",此模組新增 17 種新彈藥類型，包含 標準彈、空尖彈及穿甲彈。\n標準彈 是通用型，適合多種用途。穿甲彈 針對裝甲殭屍及大群敵人更有效，因為其穿透數值較高。空尖彈 則擁有更高的生物組織傷害與較低的穿透能力，適合對付軟性目標，包括未受裝甲保護的四肢。\n彈藥可以分解以獲得全部素材: 在 製作介面 中輸入 `'disassembly'` 來製作分解包。
loadingTipEft4_title,"New Items",新增物品
loadingTipEft4,"This mod adds a lot of useful items. Chemical crafting items, rare valuables, medics, food, drinks, liquor & injectors. Ammo crafting is more complex and all consumnables have their respective animations.",此模組新增大量實用物品，如 化學製作材料、稀有價值品、藥品、食物、飲料、烈酒與注射劑。彈藥製作更加複雜，所有可消耗品均有專屬動畫。
loadingTipEft5_title,"Limb shots",四肢命中判定
loadingTipEft5,"Shooting at limbs will deal reduced damage. HP ammo can ignore this penalty. ",射擊四肢將會造成減少的傷害，但 空尖彈可以無視此懲罰。
loadingTipEft6_title,"Action Skills and Stats",動作技能與數據
loadingTipEft6,"You can check your gun stats and action skill stats in the player stats window (default key B). The windows display your currently holding gun stats and the progression of your action skill bonuses.",你可以在 玩家狀態視窗（預設 B 鍵）中查看槍械數據與動作技能數據，該視窗會顯示你當前持有槍械的數據及 動作技能加成的進度。
loadingTipEft7_title,"Economy And Traders",經濟與商人
loadingTipEft7,"The currency has been changed to roubles. Each Trader specializes in different wares with their own unique stash.",貨幣已更改為盧布。每個商人專精於不同物品，且擁有獨特的庫存。
loadingTipEft8_title,"Tiers & Progression",等級與進度
loadingTipEft8,"Tier 1 items are displayed in a white color, Tier 2: green, Tier 3: blue, Tier 4: Purple, Tier 5: Gold.",第一階物品顯示為 白色，第二階: 綠色，第三階: 藍色，第四階: 紫色，第五階: 金色
loadingTipEft9_title,"Armored & Radiated Zombies",裝甲 & 輻射殭屍
loadingTipEft9,"Armors can be punched through with enough damage dealt, even with hollow point. Limbs are generally not armored. Radiated Zombies have increased regen, without the 'Radiation Disruptor' mod or dealing enough damage to kill Rads, they might just recover to full HP before you could finish reloading your handgun. ",裝甲可被足夠的傷害擊穿，即使使用 空尖彈 也可以穿透。四肢通常未受裝甲保護。\n輻射殭屍 擁有加強的再生能力，如果沒有輻射抑制模組或 未能造成足夠傷害消滅它們，它們可能在你換彈前恢復至完整生命值。
loadingTipEft10_title,"Wights & Special Zombies",特殊殭屍 & 掠奪機制
loadingTipEft10,"Wights are extremely dangerous, they are very fast and deal very high damage.\nSome zombies have a chance to carry lootcontainers on their back, which will drop on death.",特殊殭屍（Wights）極度危險，它們速度快且傷害極高。\n某些殭屍可能攜帶戰利品容器，擊殺後會掉落。
loadingTipEft11_title,"Looting",戰利品系統
