"Key","english",,"german","latam","french","italian","japanese","koreana","polish","brazilian","russian","turkish","schinese","tchinese"
"meleeToolShovelT2SteelShovelDesc","The steel shovel is very durable and the ideal tool for digging through earth, sand or snow.\n\nRepair with [D3CE1D]Steel Tool Parts[-].\nScrap to Steel Tool parts.",,"Die Stahlschaufel ist sehr widerstandsfähig und das beste Werkzeug, um sich durch Erde, Sand und Schnee zu graben.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlwerkzeugteilen zerlegt werden.","La pala de acero es muy resistente y la herramienta ideal para cavar en la tierra, arena o nieve.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de herramienta de acero.","La pelle en acier est très robuste et idéale pour creuser la terre, le sable ou la neige.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces d'outil en acier.","La pala d'acciaio è molto resistente, ed è l'utensile ideale per scavare nella terra, nella sabbia o nella neve.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti di utensili d'acciaio.","鉄鋼ショベルはとても丈夫で地面や砂、雪などを掘るのに理想的なツールです。\n\n修理キットで修復可能。\n解体すると鉄鋼ツールパーツに。","강철삽은 흙, 모래, 흙을 파헤치는 데 이상적인 도구입니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 도구 부품으로 분해됩니다.","Stalowa łopata to wspaniałe i wyjątkowo wytrzymałe narzędzie do kopania w ziemi, piasku i śniegu.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części stalowego narzędzia.","A pá de aço é muito durável e a ferramenta ideal para cavar na terra, na areia e na neve.\n\nConserte com o kit de reparos.\nRecicle para obter peças de Ferramenta de Aço.","Стальная лопата — очень прочная, идеально подходит для того, чтобы копать землю, песок, снег.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стального инструмента.","Çelik kürek, toprağı, kumu ve kar tabakasını kazarken işine yarar.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Alet parçaları elde edersin.","钢铲耐久性高，是掘开泥土、沙地或雪地的理想工具。\n\n可用维修工具修理。\n可分解为钢制工具零件。","鋼鏟非常耐用，是挖掘泥土、沙地或雪地的理想工具。 \n\n以 [D3CE1D]鋼製工具零件[-] 進行修復。 \n廢料轉換為鋼製工具零件。"
"meleeWpnBatonT2StunBatonDesc","Goes zap.\n\nRepair with [D3CE1D]Stun Baton Parts[-].\nScrap to Stun Baton parts.",,"Gibt Blitze von sich.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Schockstabteilen zerlegt werden.","Eléctrica.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de porra de aturdimiento.","Faites des étincelles.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de matraque électrique.","Dà la scossa.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per manganello elettrico.","バシッ。\n\n修理キットで修復可能。\n解体するとスタンバトンパーツに。","전류가 흐릅니다.\n\n수리 키트로 수리할 수 있습니다.\n전기 몽둥이 부품으로 분해됩니다.","Bzzzzt.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu można odzyskać części pałki z paralizatorem.","Dá choque.\n\nConserte com o kit de reparos.\nRecicle para obter peças de cassetete atordoante.","Электрошокер.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части оглушающего жезла.","Elektrik verir.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Elektroşok Cihazı parçaları elde edersin.","滋滋！\n\n可使用维修工具修理。\n可分解为电击棒零件。","發出電擊。 \n\n以 [D3CE1D]電擊棒零件[-] 進行修復。 \n廢料轉換為電擊棒零件。"
"meleeWpnBladeT1HuntingKnifeDesc","Great for slashing zombies and gutting animals for meat.\nRegular attacks cause 1 Bleeding Wound and power attacks at least 2.\nRepair with [D3CE1D]Forged Iron[-].\nScrap to Iron.",,"Eignet sich prima dafür, Zombies aufzuschlitzen und Tiere auszuweiden, um Fleisch zu erhalten.\nGewöhnliche Angriffe fügen 1 blutende Wunde zu und kräftige Angriffe mindestens 2.\nKann mit einem Reparaturkit repariert werden.\nKann zu Eisen zerlegt werden.","Genial para acuchillar zombis y destripar animales para conseguir comida.\nLos ataques normales causan 1 herida de sangrado y al menos 2 con ataques fuertes.\nSe repara con un kit de reparación.\nDesguázalo para obtener hierro.","Idéal pour taillader des zombies et étriper des animaux pour leur viande.\nLes attaques régulières infligent 1 saignement et les attaques puissantes en infligent 2 minimum.\nSe répare avec un kit de réparation.\nSe recycle en fer.","Ottimo per affettare zombie e sventrare gli animali.\nGli attacchi normali causano 1 ferita sanguinante, mentre gli attacchi potenti ne causano almeno 2.\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce ferro.","ゾンビを蹴散らしたり、動物を解体して肉を切り出したりするのに最適です。\n通常攻撃によって出血性の傷+1。パワーアタックだと2以上となります。\n修理キットで修復可能。\n解体すると鉄に。","좀비를 베어 버리고 동물의 내장을 제거해 고기를 얻기에 매우 유용합니다.\n일반 공격 시 출혈상 1을 일으키며 맹렬한 공격 시 최소 2입니다.\n수리 키트로 수리할 수 있습니다.\n철제로 분해됩니다.","Doskonałe narzędzie do rąbania zombie i oprawiania zwierzyny na mięso.\nZwykłe ataki wyrządzają 1 krwawiącą ranę a mocne ataki przynajmniej 2.\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz żelazo.","Ótima para talhar zumbis e estripar animais para obtenção de carne.\nAtaques normais causam 1 de ferimento de sangramento e ataques potentes causam pelo menos 2.\nConserte com o kit de reparos.\nRecicle para obter ferro.","Незаменим для кромсания зомби и разделки животных на мясо.\nОбычная атака наносит 1 кровоточащую рану, силовая – как минимум 2.\nРемонтируется с помощью ремонтного набора.\nРазбирается на железо.","Zombileri kesmeye ve hayvanları etlerini almak için deşmeye yarar.\nNormal saldırılar 1 Kanayan Yaraya yol açarken güçlü saldırılar en az 2 tanesine yol açar.\nOnarım Kitiyle onar.\nHurdaya çıkardığında Demir elde edersin.","很适合砍杀丧尸，解剖动物获得肉。\n普通攻击造成1处流血创伤，强力攻击造成2处。\n可使用维修工具修理。\n可分解为铁。","非常適合砍殺殭屍和剖開動物的肚子以獲取肉。 \n常規攻擊會造成 1 個流血傷口，強力攻擊至少會造成 2 個。 \n用 [D3CE1D]鍛鐵[-] 修復。 \n廢料變成鐵。"
"meleeWpnBladeT3MacheteDesc","Great for chopping zombies and sometimes trees and gutting animals for meat.\nRegular attacks cause 1 Bleeding Wound and power attacks at least 2.\nRepair with [D3CE1D]Machete Parts[-].\nScrap to Machete parts.",,"Eignet sich prima dafür, Zombies und manchmal Bäume zu fällen und Tiere auszuweiden, um Fleisch zu erhalten.\nGewöhnliche Angriffe fügen 1 blutende Wunde zu und kräftige Angriffe mindestens 2.\nKann mit einem Reparaturkit repariert werden.\nKann zu Machetenteilen zerlegt werden.","Genial para cortar zombis, a veces árboles, y destripar animales para conseguir comida.\nLos ataques normales causan 1 herida de sangrado y al menos 2 con ataques fuertes.\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de machete.","Idéal pour abattre des zombies et parfois des arbres, et pour étriper des animaux pour leur viande.\nLes attaques régulières infligent 1 saignement et les attaques puissantes en infligent 2 minimum.\nSe répare avec un kit de réparation.\nSe recycle en pièces de machette.","Ottimo per fare a pezzi gli zombie e magari qualche albero e per sventrare gli animali.\nGli attacchi normali causano 1 ferita sanguinante, mentre gli attacchi potenti ne causano almeno 2.\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per machete.","ゾンビや木を切り刻んだり、動物を解体して肉を切り出したりするのに最適です。\n通常攻撃によって出血性の傷+1。パワーアタックだと2以上となります。\n修理キットで修復可能。\n解体するとマチェーテパーツに。","좀비를 썰어 버리고 가끔은 나무를 베어내거나 동물의 내장을 제거해 고기를 얻기에 매우 유용합니다.\n일반 공격 시 출혈상 1을 일으키며 맹렬한 공격 시 최소 2입니다.\n수리 키트로 수리할 수 있습니다.\n마체테 부품으로 분해됩니다.","Doskonałe narzędzie do rąbania zombie, niektórych drzew i oprawiania zwierzyny na mięso.\nZwykłe ataki wyrządzają 1 krwawiącą ranę a mocne ataki przynajmniej 2.\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części maczety.","Ótima para cortar zumbis e, às vezes, árvores também, além de servir para estripar animais e obter carne.\nAtaques normais causam 1 de ferimento de sangramento e ataques potentes causam pelo menos 2.\nConserte com o kit de reparos.\nRecicle para obter peças de facão.","Незаменим для рубки зомби, временами – деревьев, и разделки животных на мясо.\nОбычная атака наносит 1 кровоточащую рану, силовая – как минимум 2.\nРемонтируется с помощью ремонтного набора.\nРазбирается на части мачете.","Zombileri ve bazen ağaçları kesmeye, ayrıca hayvanları etlerini almak için deşmeye yarar.\nNormal saldırılar 1 Kanayan Yaraya yol açarken güçlü saldırılar en az 2 tanesine yol açar.\nOnarım Kitiyle onar.\nHurdaya çıkardığında Pala parçaları elde edersin.","很适合砍杀丧尸、砍树，或解剖动物获得肉。\n普通攻击造成1处流血创伤，强力攻击造成2处。\n可使用维修工具修理。\n可分解为砍刀零件。","非常適合砍殺殭屍，有時也會砍樹，以及剖開動物的肚子以獲取肉。 \n常規攻擊會造成 1 個流血傷口，強力攻擊至少會造成 2 個。 \n用 [D3CE1D]砍刀零件[-] 修復。 \n廢料變成砍刀零件。"
"meleeWpnClubT1BaseballBatDesc","This club was used in gladiatorial games of the past that were held in huge arenas.\n\nRepair with [D3CE1D]Forged Iron[-].\nScrap to Wood.",,"Dieser Knüppel wurde in der Vergangenheit für kriegerische Spiele in großen Arenen verwendet.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Holz zerlegt werden.","Este palo se usó en partidos de gladiadores que se celebraban en grandes estadios en el pasado.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de madera.","Cette massue était utilisée par le passé lors des jeux de gladiateurs, qui se tenaient dans d'immenses arènes.\n\nSe répare avec un kit de réparation.\nSe recycle en bois.","Questa mazza era utilizzata nei giochi degli antichi gladiatori che si svolgevano in enormi arene.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce legno.","古代の巨大闘技場で開催されていた剣闘士遊戯で使用されていた棍棒です。\n\n修理キットで修復可能。\n解体すると木材に","과거 거대 경기장에서 열리던 검투에서 사용되던 둔기입니다.\n\n수리 키트로 수리할 수 있습니다.\n목재 부품으로 분해됩니다.","Ta pałka była używana w walkach gladiatorów, które dawno temu organizowano na ogromnych arenach.\n\nNaprawisz zestawem naprawczym.\nZezłomowanie zapewni drewno.","Este taco era usado nos jogos de gladiadores do passado que aconteciam em grandes arenas.\n\nConserte com o kit de reparos.\nRecicle para obter madeira.","В прошлом эта дубинка использовалась в битвах гладиаторов на огромных аренах.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на дерево.","Bu sopa, eskiden devasa arenalarda düzenlenen gladyatör oyunlarında kullanılır.\n\nOnarım Kiti ile onar.\nHurdaya çıkardığında Tahta elde edersin.","这种棍棒曾在大型竞技场上的格斗比赛中使用。\n\n可用维修工具修理。\n可分解为木头。","這種棍棒在過去用於在巨大競技場舉行的角鬥士比賽。 \n\n用 [D3CE1D]鍛鐵[-] 修復。 \n廢料變成木頭。"
"meleeWpnClubT3SteelClubDesc","Steel clubs are very durable and hard-hitting.\n\nRepair with [D3CE1D]Steel Club Parts[-].\nScrap to Steel Club Parts.",,"Stahlknüppel sind sehr widerstandsfähig und haben ganz schön Wumms.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlknüppelteilen zerlegt werden.","Los palos de acero son muy duraderos y sólidos.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de palo de acero.","Les massues en acier sont très durables et... percutantes \n\nSe répare avec un kit de réparation.\nSe recycle en pièces de matraque en acier.","Le mazze d'acciaio sono molto resistenti e colpiscono vigorosamente.\n\nSi riparano con la cassetta degli attrezzi.\nLa rottamazione produce parti per mazza d'acciaio.","鉄鋼製棍棒は非常に丈夫で、強打をかますことができます。\n\n修理キットで修復可能。\n解体すると鉄鋼クラブパーツに。","강철 곤봉은 튼튼하며 강력한 공격이 가능합니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 곤봉 부품으로 분해됩니다.","Stalowa pałka jest bardzo wytrzymała i pozwala dobrze przywalić.\n\nNaprawisz zestawem naprawczym.\nZezłomowanie zapewni części stalowej pałki.","Os porretes de aço são muito duráveis e contundentes.\n\nRepare com um kit de reparos.\nRecicle para obter peças de porrete de aço.","Очень прочная стальная дубина, способная наносить мощные удары.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стальной дубины.","Çelik sopalar oldukça sağlamdır ve sert vurur.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Sopa Parçaları elde edersin.","钢棍非常耐用，打击力强。\n\n可用维修工具修理。\n可分解为钢棍零件。","鋼棍非常耐用且擊打力強。 \n\n用 [D3CE1D]鋼棍零件[-] 修復。 \n廢料變成鋼棍零件。"
"meleeWpnKnucklesT1IronKnucklesDesc","Protect your hands and put some weight into those swings.\n\nRepair with [D3CE1D]Forged Iron[-].\nScrap to Iron.",,"Schütze deine Hände und verleihe deinen Schlägen gleichzeitig mehr Kraft.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Eisen zerlegt werden.","Protege las manos y le da potencia a esos puñetazos.\n\nSe repara con un kit de reparación.\nDesguázalos para obtener hierro.","Il protège vos mains et donne du poids à vos coups.\n\nSe répare avec un kit de réparation.\nSe recycle en fer.","Protegge le mani e appesantisce i cazzotti.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce ferro.","手を保護して一撃一撃をもっと重く。\n\n修理キットで修復可能。\n解体すると鉄に。","손을 보호하고 주먹에 힘을 실어줍니다.\n\n수리 키트로 수리할 수 있습니다.\n철제로 분해됩니다.","Chroni rękę i wzmacnia ciosy.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu można odzyskać żelazo.","Protege sua mãos e dá mais peso aos seus socos.\n\nConserte com o kit de reparos.\nRecicle para obter ferro.","Защищает кисти рук и добавляет веса при ударах.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на железо.","Ellerini korurken yumruklarına fazladan ağırlık katar.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Demir elde edersin.","可保护你的手部，并给你的挥拳增加重量。\n\n可用维修工具修理。\n可分解为铁。","保護好你的雙手，並在揮動時施加一些重量。 \n\n用 [D3CE1D]鍛鐵[-]修復。 \n廢料變鐵。"
"meleeWpnKnucklesT3SteelKnucklesDesc","Protect your hands and put some weight into those swings. These blades can also be useful for gutting animals.\n\nRepair with [D3CE1D]Steel Knuckles Parts[-].\nScrap to Steel Knuckles parts.",,"Schütze deine Hände und verleihe deinen Schlägen gleichzeitig mehr Kraft. Diese Klingen eignen sich auch für das Ausweiden von Tieren.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlschlagringteilen zerlegt werden.","El protector de nudillos de cuero protege las manos y le da potencia a esos puñetazos. Estas hojas también te pueden venir bien para destripar animales.\n\nSe repara con un kit de reparación.\nDesguázalos para obtener partes de nudillos de acero.","Il protège vos mains et donne du poids à vos coups. Ces lames peuvent aussi être utiles pour étriper les animaux.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de poing américain en acier.","Protegge le mani e appesantisce i cazzotti. Le lame sono utili anche per sventrare gli animali.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per tirapugni d'acciaio.","手を保護して一撃一撃をもっと重く。刃がついているので動物の解体にも役に立ちます。\n\n修理キットで修復可能。\n解体すると鉄鋼ナックルパーツに","손을 보호하고 주먹에 힘을 실어줍니다. 이 칼날은 동물의 내장을 제거하는 데도 유용합니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 너클 부품으로 분해됩니다.","Chroni rękę i wzmacnia ciosy. Dodatkowe ostrza przydadzą się do patroszenia zwierząt.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu można odzyskać części stalowego kastetu.","Protege suas mãos e dá mais peso aos seus socos. As lâminas também são úteis para estripar animais.\n\nConserte com o kit de reparos.\nRecicle para obter peças de soco inglês de aço.","Защищает кисти рук и добавляет веса при ударах. Его лезвиями удобно потрошить животных.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стального кастета.","Ellerini korurken yumruklarına fazladan ağırlık kat. Bunlar hayvanları deşmek için de oldukça kullanışlıdır.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Muşta parçaları elde edersin.","可保护你的手部，并给你的挥拳增加重量。这些刀片也可用于解剖动物。\n\n可使用维修工具修理。\n可分解为钢质拳套零件。","保護好你的雙手，並在揮動時施加一些重量。這些刀片也可以用來剖開動物的內臟。 \n\n用 [D3CE1D]鋼製指節零件[-]修復。 \n廢料變鋼製指節零件。"
"meleeWpnSledgeT1IronSledgehammerDesc","The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with [D3CE1D]Forged Iron[-].\nScrap to Iron.",,"Der Vorschlaghammer ist eine der besten Waffen, um Schädel einzuschlagen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Eisen zerlegt werden.","El mazo es una de las mejores armas para destrozar cráneos.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener hierro.","La masse est l'une des meilleures armes pour défoncer des crânes.\n\nSe répare avec un kit de réparation.\nSe recycle en fer.","Il martello è una delle armi migliori per fracassare crani.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce ferro.","頭蓋骨を叩き割るならスレッジハンマーに限ります。\n\n修理キットで修復可能。\n解体すると鉄に。","슬레지해머는 두개골을 깨기에 가장 좋은 무기죠.\n\n수리 키트로 수리할 수 있습니다.\n철제로 분해됩니다.","Młot rozbiórkowy to jeden z najlepszych narzędzi do rozłupywania czaszek.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz żelazo.","Esta marreta é uma das melhores armas para abrir crânios.\n\nConserte com o kit de reparos.\nRecicle para obter ferro.","Кувалды, пожалуй, лучшее оружие для того, чтобы дробить головы.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на железо.","Balyoz, kafa kırmak için en iyi silahlardan biridir.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Demir elde edersin.","此大锤是敲碎头颅最好的武器之一。\n\n可使用维修工具修理。\n可分解为铁。","大槌是砸碎頭骨的最佳武器之一。 \n\n用 [D3CE1D]鍛鐵[-]修復。 \n廢料變鐵。"
"meleeWpnSledgeT3SteelSledgehammerDesc","The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with [D3CE1D]Steel Sledgehammer Parts[-].\nScrap to Steel Sledgehammer parts.",,"Der Vorschlaghammer ist eine der besten Waffen, um Schädel einzuschlagen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlvorschlaghammerteilen zerlegt werden.","El mazo es una de las mejores armas para destrozar cráneos.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de mazo de acero.","La masse est l'une des meilleures armes pour défoncer des crânes.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de masse en acier.","Il martello è una delle armi migliori per fracassare crani.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per martello d'acciaio.","頭蓋骨を叩き割るなスレッジハンマーに限ります。\n\n修理キットで修復可能。\n解体すると鉄鋼製スレッジハンマーパーツに。","슬레지해머는 두개골을 깨기에 가장 좋은 무기죠.\n\n수리 키트로 수리할 수 있습니다.\n강철 슬레지해머 부품으로 분해됩니다.","Młot rozbiórkowy to jeden z najlepszych narzędzi do rozłupywania czaszek.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części stalowego młota rozbiórkowego.","Esta marreta é uma das melhores armas para abrir crânios.\n\nConserte com o kit de reparos.\nRecicle para obter peças de marreta de aço.","Кувалды, пожалуй, лучшее оружие для того, чтобы дробить головы.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стальной кувалды.","Balyoz, kafa kırmak için en iyi silahlardan biridir.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Balyoz parçaları elde edersin.","此大锤是敲碎头颅最好的武器之一。\n\n可使用维修工具修理。\n可分解为钢质大锤零件。","大槌是砸碎頭骨的最佳武器之一。 \n\n用 [D3CE1D]鋼製大錘零件[-]修復。 \n廢料變鋼製大錘零件。"
"meleeWpnSpearT1IronSpearDesc","Spears have more range than other melee weapons.\n\nRepair with [D3CE1D]Forged Iron[-].\nScrap to Iron.",,"Speere haben eine größere Reichweite als andere Nahkampfwaffen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Eisen zerlegt werden.","Las lanzas tienen más rango que otras armas cuerpo a cuerpo.\n\nSe reparan con un kit de reparación.\nDesguázalas para obtener hierro.","Les lances ont une plus grande portée que les autres armes de mêlée.\n\nSe répare avec un kit de réparation.\nSe recycle en fer.","La lancia ha una portata maggiore rispetto ad altre armi da mischia.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce ferro.","槍は他の武器よりも攻撃範囲が広くなっています。\n\n修理キットで修復可能。\n解体すると鉄に。","창은 다른 근거리 무기보다 공격 범위가 깁니다.\n\n수리 키트로 수리할 수 있습니다.\n철제로 분해됩니다.","Włócznie mają największy zasięg spośród broni białej, a dodatkowo można nimi miotać.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz żelazo.","As lanças têm mais alcance do que armas corpo a corpo.\n\nRepare com o kit de reparos.\nRecicle para obter ferro.","Копья позволяют держать врагов на большем расстоянии, чем другое оружие ближнего боя.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на железо.","Mızrakların menzili diğer yakın dövüş silahlarına göre daha uzundur.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Demir elde edersin.","长矛比其他近战武器的攻击范围更大。\n\n可使用维修工具修理。\n可分解为铁。","長矛比其他近戰武器射程更遠。 \n\n用[D3CE1D]鍛鐵[-]修復。 \n廢料轉化為鐵。"
"meleeWpnSpearT3SteelSpearDesc","Spears have more range than other melee weapons.\n\nRepair with [D3CE1D]Steel Spear Parts[-].\nScrap to Steel Spear parts.",,"Speere haben eine größere Reichweite als andere Nahkampfwaffen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlspeerteilen zerlegt werden.","Las lanzas tienen más rango que otras armas cuerpo a cuerpo.\n\nSe reparan con un kit de reparación.\nDesguázalas para obtener partes de lanza de acero.","Les lances ont une plus grande portée que les autres armes de mêlée.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de lance en acier.","La lancia ha una portata maggiore rispetto ad altre armi da mischia.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per lancia d'acciaio.","槍は他の武器よりも攻撃範囲が広くなっています。\n\n修理キットで修復可能。\n解体すると鉄鋼スピアパーツに。","창은 다른 근거리 무기보다 공격 범위가 깁니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 창 부품으로 분해됩니다.","Włócznie mają największy zasięg spośród broni białej, a dodatkowo można nimi miotać.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części stalowej włóczni.","As lanças têm mais alcance do que armas corpo a corpo.\n\nRepare com o kit de reparos.\nRecicle para obter peças de lança de aço.","Копья позволяют держать врагов на большем расстоянии, чем другое оружие ближнего боя.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стального копья.","Mızrakların menzili diğer yakın dövüş silahlarına göre daha uzundur.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Mızrak Parçaları elde edersin.","长矛比其他近战武器的攻击范围更大。\n\n可使用维修工具修理。\n可分解为钢矛零件。","長矛比其他近戰武器射程更遠。 \n\n用[D3CE1D]鋼矛零件[-]修復。 \n廢料轉化為鋼矛零件。"
"gunBotT1JunkSledgeDesc","You may not be good at punching but you have the technology.\nYou can also deploy this on the ground using the Secondary action.\nRepair with [D3CE1D]Robotics Parts[-].\nScrap to Robotics Parts.",,"Du schlägst vielleicht nicht so fest zu, aber du hast die nötige Technologie.\nKann mit der sekundären Aktion auf dem Boden stationiert werden.\nKann mit einem Reparaturkit repariert werden.\nKann zu Robotikteilen zerlegt werden.","Tal vez no seas bueno con los golpes, pero cuentas con tecnología.\nTambién puedes desplegar esto en el suelo con la acción secundaria.\nSe repara con un kit de reparación.\nDesguázalo para conseguir partes de robótica.","Vos coups de poing manquent peut-être d'efficacité, mais la technologie est de votre côté.\nVous pouvez aussi déployer ceci sur le sol en utilisant l'action secondaire.\nSe répare avec un kit de réparation.\nSe recycle en pièces de robotique.","Anche se non sei bravo a dare pugni, puoi ricorrere alla tecnologia.\nPuoi anche collocarlo sul terreno mediante l'azione secondaria.\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti robotiche.","あなたのパンチは強くないかもしれませんが、その技術は持ち合わせています。\n第二アクションから地面に展開することも可能です。\n修理キットで修復可能。\n解体するとロボットパーツに。","주먹질에 뛰어나지 않아도, 기술이 있으면 문제 없습니다.\n보조 행동으로 바닥에 설치할 수도 있습니다.\n수리 키트로 수리할 수 있습니다.\n로보틱 부품으로 분해됩니다.","Może nie potrafisz dobrze przywalić piąchą, ale masz za to technologię.\nUżywając akcji pomocniczej, możesz rozstawić to na ziemi.\nPrzedmiot naprawisz zestawem naprawczym.\nZezłomowanie zapewni robotyczne części.","Você pode não ser bom em perfurar, mas possui a tecnologia.\nVocê também pode implantar isso no terreno usando a ação secundária.\nRepare com um kit de reparos.\nRecicle para obter peças de robótica.","Может быть, вы не сильны в кулачном бою, зато разбираетесь в технике.\nЕго можно установить на землю с помощью дополнительного действия.\nРемонтируется с помощью ремонтного набора.\nРазбирается на роботизированные части.","Yumruk atmada iyi olmayabilirsin ama teknolojin var.\nAyrıca İkincil eylemi kullanarak bunu yere konuşlandırabilirsin.\nOnarım Kitiyle onar.\nHurdaya çıkardığında Robot Parçaları elde edersin.","你可能不擅长打拳，但你有技术。\n你也可使用辅助动作将它安装在地面上。\n可使用维修工具修理。\n可分解为机器人零件。","你可能不擅長拳擊，但你有技術。 \n你也可以使用輔助操作部署在地面上。 \n用[D3CE1D]機器人零件[-]修復。 \n廢料轉化為機器人零件。"
